claim_id,short_name,exact_allowed_wording,claim_class,evidence_type,source_artifact,source_fields_or_rows,numerical_value_if_any,unit,denominator_or_n_if_applicable,uncertainty_status,qualification_required,manuscript_section,prominence,manuscript_eligible,abstract_eligible,conclusion_eligible,figure_or_table_candidate,prohibited_extensions,supersedes_prior_claim,notes,admission_status,quantitative,subgroup_percentage
OPT-004,Boundary policies,"All five folds select the 1.50x minimum debt boundary, and four of five select the 70% maximum sweep.",DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/optimization_validation/fold_selection.csv""]","[{""artifact"": ""results/v3/optimization_validation/fold_selection.csv"", ""fields"": [""held_out_template"", ""selected_debt_multiple"", ""selected_amortisation_rate"", ""selected_cash_sweep"", ""train_objective"", ""train_reference_n_scenarios"", ""test_optimized_n_scenarios""]}]","[[{""held_out_template"": ""SYN_HOTEL_001"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""train_objective"": ""0.012471071449145832"", ""train_reference_n_scenarios"": ""400"", ""test_optimized_n_scenarios"": ""100""}, {""held_out_template"": ""SYN_HOTEL_002"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.075"", ""selected_cash_sweep"": ""0.7"", ""train_objective"": ""0.011169108972052255"", ""train_reference_n_scenarios"": ""400"", ""test_optimized_n_scenarios"": ""100""}, {""held_out_template"": ""SYN_HOTEL_003"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.6"", ""train_objective"": ""0.0035382132685414236"", ""train_reference_n_scenarios"": ""400"", ""test_optimized_n_scenarios"": ""100""}, {""held_out_template"": ""SYN_HOTEL_004"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.075"", ""selected_cash_sweep"": ""0.7"", ""train_objective"": ""0.017985384211161137"", ""train_reference_n_scenarios"": ""400"", ""test_optimized_n_scenarios"": ""100""}, {""held_out_template"": ""SYN_HOTEL_005"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""train_objective"": ""-0.00024212867072426203"", ""train_reference_n_scenarios"": ""400"", ""test_optimized_n_scenarios"": ""100""}]]","multiple, policy fractions and return fraction","{""folds"": 5, ""training_scenarios_per_fold"": 400, ""heldout_scenarios_per_fold"": 100}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological only; grid boundary selection is not a substantive capital-structure optimum.,"[""S8""]",supporting,true,false,false,"[""T5"", ""A-F2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,true,true
OPT-005,Feasible observed boundary profile,"All five folds show decreasing best-feasible objectives across feasible observed debt levels, supporting a systematic within-grid preference for lower leverage; no result identifies the true optimum below 1.50x.",DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/debt_boundary_profile.csv"", ""results/v3/post_optimization_diagnostics/debt_boundary_summary.json""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/debt_boundary_summary.json""}, {""artifact"": ""results/v3/post_optimization_diagnostics/debt_boundary_profile.csv"", ""fields"": [""held_out_template"", ""debt_multiple"", ""feasible_candidate_exists"", ""best_feasible_median_annualized_return""]}]","[{""debt_levels"": [1.5, 1.75, 2.0, 2.25, 2.5, 2.75, 3.0], ""fold_count"": 5, ""shape_classification_counts"": {""monotone_decreasing_with_debt"": 5, ""monotone_increasing_with_debt"": 0, ""nonmonotone_across_feasible_levels"": 0, ""single_feasible_level"": 0}, ""fold_classifications"": [{""held_out_template"": ""SYN_HOTEL_001"", ""shape_classification"": ""monotone_decreasing_with_debt"", ""objective_by_feasible_debt_levels"": [0.0124710714491458, 0.0111210334372737, 0.0095774417230499, 0.0078860855403121, 0.0060246142241754]}, {""held_out_template"": ""SYN_HOTEL_002"", ""shape_classification"": ""monotone_decreasing_with_debt"", ""objective_by_feasible_debt_levels"": [0.0111691089720522, 0.0097952574182057, 0.0081929148237908, 0.006437313904431, 0.0045052876276711]}, {""held_out_template"": ""SYN_HOTEL_003"", ""shape_classification"": ""monotone_decreasing_with_debt"", ""objective_by_feasible_debt_levels"": [0.0035382132685414, 0.0017002177697594, -0.0003089783296039, -0.0025145761341584, -0.0049470044016383]}, {""held_out_template"": ""SYN_HOTEL_004"", ""shape_classification"": ""monotone_decreasing_with_debt"", ""objective_by_feasible_debt_levels"": [0.0179853842111611, 0.0169604211604953, 0.0156992860989254]}, {""held_out_template"": ""SYN_HOTEL_005"", ""shape_classification"": ""monotone_decreasing_with_debt"", ""objective_by_feasible_debt_levels"": [-0.0002421286707242, -0.0022652471444418, -0.0044786832667137, -0.0069107694598138, -0.0095957912702832]}], ""boundary_interpretation"": ""The objective declines monotonically across the feasible observed debt levels in all five folds. The observed surface supports a systematic within-grid preference for lower leverage, but because the grid is frozen at 1.50x and no lower debt values were permitted, the experiment cannot identify the true optimum below 1.50x.""}, [{""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""1.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0124710714491458""}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""1.75"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0111210334372737""}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""2.0"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0095774417230499""}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""2.25"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0078860855403121""}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""2.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0060246142241754""}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""2.75"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_001"", ""debt_multiple"": ""3.0"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""1.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0111691089720522""}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""1.75"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0097952574182057""}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""2.0"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0081929148237908""}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""2.25"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.006437313904431""}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""2.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0045052876276711""}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""2.75"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_002"", ""debt_multiple"": ""3.0"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""1.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0035382132685414""}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""1.75"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0017002177697594""}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""2.0"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0003089783296039""}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""2.25"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0025145761341584""}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""2.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0049470044016383""}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""2.75"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_003"", ""debt_multiple"": ""3.0"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""1.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0179853842111611""}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""1.75"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0169604211604953""}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""2.0"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""0.0156992860989254""}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""2.25"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""2.5"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""2.75"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_004"", ""debt_multiple"": ""3.0"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""1.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0002421286707242""}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""1.75"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0022652471444418""}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""2.0"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0044786832667137""}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""2.25"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0069107694598138""}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""2.5"", ""feasible_candidate_exists"": ""True"", ""best_feasible_median_annualized_return"": ""-0.0095957912702832""}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""2.75"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}, {""held_out_template"": ""SYN_HOTEL_005"", ""debt_multiple"": ""3.0"", ""feasible_candidate_exists"": ""False"", ""best_feasible_median_annualized_return"": """"}]]",debt multiples and return fractions,"{""folds"": 5}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological only; never extend monotonicity to unobserved or infeasible levels.,"[""S8""]",supporting,true,false,false,"[""A-F2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,true,false
OPT-006,Fixed-rate sensitivity,"The fixed-rate sensitivity changes policy components in 2/5 folds, meeting the frozen material-sensitivity criterion.",DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/optimization_validation/admission_decision.json"", ""results/v3/optimization_validation/rate_sensitivity.csv""]","[{""artifact"": ""results/v3/optimization_validation/admission_decision.json"", ""keys"": [""rate_sensitivity_changed_policy_folds""]}, {""artifact"": ""results/v3/optimization_validation/admission_decision.json"", ""keys"": [""material_rate_sensitivity""]}, {""artifact"": ""results/v3/optimization_validation/rate_sensitivity.csv""}]","[2, true, [{""term_rate"": ""0.06"", ""held_out_template"": ""SYN_HOTEL_001"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.0011125175451175418"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.06"", ""held_out_template"": ""SYN_HOTEL_002"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.075__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.075"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.008612865603467967"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.06"", ""held_out_template"": ""SYN_HOTEL_003"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.60"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.6"", ""heldout_median_annualized_return"": ""0.018190091498279104"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.06"", ""held_out_template"": ""SYN_HOTEL_004"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.075__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.075"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""-0.031809747918627895"", ""heldout_broad_failure_rate"": ""0.07"", ""heldout_payment_default_rate"": ""0.03""}, {""term_rate"": ""0.06"", ""held_out_template"": ""SYN_HOTEL_005"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.02744572347455898"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.075"", ""held_out_template"": ""SYN_HOTEL_001"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""-0.0008596809360203461"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.075"", ""held_out_template"": ""SYN_HOTEL_002"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.00682283239483239"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.075"", ""held_out_template"": ""SYN_HOTEL_003"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.016918692630191412"", ""heldout_broad_failure_rate"": ""0.0"", ""heldout_payment_default_rate"": ""0.0""}, {""term_rate"": ""0.075"", ""held_out_template"": ""SYN_HOTEL_004"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.075__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.075"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""-0.034476137130238504"", ""heldout_broad_failure_rate"": ""0.08"", ""heldout_payment_default_rate"": ""0.06""}, {""term_rate"": ""0.075"", ""held_out_template"": ""SYN_HOTEL_005"", ""feasible"": ""True"", ""selected_policy_id"": ""debt_1.50x__amort_0.050__sweep_0.70"", ""selected_debt_multiple"": ""1.5"", ""selected_amortisation_rate"": ""0.05"", ""selected_cash_sweep"": ""0.7"", ""heldout_median_annualized_return"": ""0.026104775734163366"", ""heldout_broad_failure_rate"": ""0.01"", ""heldout_payment_default_rate"": ""0.0""}]]",policy fractions and return fractions,"{""folds"": 5, ""heldout_scenarios_per_fold"": 100, ""training_scenarios_per_fold"": 400}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological only; fixed-rate sensitivity is not endogenous credit pricing.,"[""S8""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,true,true
OPT-007,Economic limitations,"The demonstration omits leverage-dependent pricing and a recovery process, continues after default, and retains asymmetric entry/exit lease treatment.",LIMITATION,frozen artifact audit,"[""results/v3/optimization_validation/economic_audit.json""]","[{""artifact"": ""results/v3/optimization_validation/economic_audit.json"", ""keys"": [""remaining_economic_limitations""]}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological only; default-path returns are mechanical diagnostics, not recovery estimates.","[""S8"", ""S10""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,false,false
OPT-008,Optimization mechanics,"The independent known-optimum toy, training-only selection checks and runtime invariants support the search mechanics under the frozen grid.",VERIFIED_MECHANICAL,frozen artifact audit,"[""results/v3/optimization_validation/summary.json"", ""results/v3/optimization_validation/toy_validation.json"", ""results/v3/optimization_validation/verification.json""]","[{""artifact"": ""results/v3/optimization_validation/toy_validation.json""}, {""artifact"": ""results/v3/optimization_validation/summary.json"", ""keys"": [""sanity_checks""]}, {""artifact"": ""results/v3/optimization_validation/verification.json"", ""keys"": [""validated_simulation_paths""]}]","[{""selected_debt"": 60.0, ""selected_moic"": 1.5, ""analytic_derivative_numerator"": 20.0, ""evaluations"": [{""debt"": 0.0, ""moic"": 1.2}, {""debt"": 15.0, ""moic"": 1.2352941176470589}, {""debt"": 30.0, ""moic"": 1.2857142857142858}, {""debt"": 45.0, ""moic"": 1.3636363636363635}, {""debt"": 60.0, ""moic"": 1.5}], ""independent_formula"": ""MOIC=(120-D)/(100-D)"", ""independent_derivative"": ""20/(100-D)^2 > 0 on [0,60]"", ""expected_debt"": 60.0, ""passed"": true}, {""unique_operating_scenarios"": true, ""ex_ante_common_candidate_grid"": true, ""each_primary_heldout_scenario_once_per_policy_kind"": true, ""training_only_selection"": true, ""runtime_validation_all_fresh_paths"": true, ""toy_known_optimum_passed"": true}, 113000]","toy debt, MOIC and path count","{""validated_paths"": 113000}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological only; mechanical validity does not establish economic optimality.,"[""S8""]",supporting,true,false,false,[],"No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,B / methodological demonstration only,true,false
OPT-009,Focused optimization coverage,Focused coverage is 88.68% statements (47/53) and 70.0% branches (14/20) for financing_policy; runner coverage is 59.89% statements (109/182) and 55.0% branches (22/40). Coverage alone does not validate the optimizer.,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/coverage.json"", ""results/v3/post_optimization_diagnostics/optimization_code_coverage.json""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/optimization_code_coverage.json"", ""keys"": [""statement_coverage""]}, {""artifact"": ""results/v3/post_optimization_diagnostics/optimization_code_coverage.json"", ""keys"": [""branch_coverage""]}, {""artifact"": ""results/v3/post_optimization_diagnostics/coverage.json"", ""keys"": [""files"", ""analysis\\optimization\\financing_policy.py"", ""summary""]}, {""artifact"": ""results/v3/post_optimization_diagnostics/coverage.json"", ""keys"": [""files"", ""analysis\\run_v3_optimization.py"", ""summary""]}]","[{""analysis.optimization.financing_policy.py"": 88.67924528301887, ""analysis.run_v3_optimization.py"": 59.89010989010989}, {""analysis.optimization.financing_policy.py"": 70.0, ""analysis.run_v3_optimization.py"": 55.0}, {""covered_lines"": 47, ""num_statements"": 53, ""percent_covered"": 83.56164383561644, ""percent_covered_display"": ""84"", ""missing_lines"": 6, ""excluded_lines"": 0, ""percent_statements_covered"": 88.67924528301887, ""percent_statements_covered_display"": ""89"", ""num_branches"": 20, ""num_partial_branches"": 6, ""covered_branches"": 14, ""missing_branches"": 6, ""percent_branches_covered"": 70.0, ""percent_branches_covered_display"": ""70""}, {""covered_lines"": 109, ""num_statements"": 182, ""percent_covered"": 59.009009009009006, ""percent_covered_display"": ""59"", ""missing_lines"": 73, ""excluded_lines"": 0, ""percent_statements_covered"": 59.89010989010989, ""percent_statements_covered_display"": ""60"", ""num_branches"": 40, ""num_partial_branches"": 6, ""covered_branches"": 22, ""missing_branches"": 18, ""percent_branches_covered"": 55.0, ""percent_branches_covered_display"": ""55""}]",percentage points and counts,"{""kernel_statements"": 53, ""kernel_branches"": 20, ""runner_statements"": 182, ""runner_branches"": 40}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,B/methodological coverage diagnostic; statement and combined coverage are distinct.,"[""S12""]",supporting,true,false,false,"[""A3""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",Supersedes stale 84%/59% statement and 85% runner branch wording corrected in 0f521a28150fe56f98cdabb3d1cb3664286df124,,B / methodological demonstration only,true,true
HET-001,Within-system convergence,"Template 004 shows weak threshold transfer and comparatively weak financing-policy outcomes, providing convergent descriptive evidence within the same synthetic system consistent with structural heterogeneity affecting downstream transfer.",INTERPRETIVE_SYNTHESIS,interpretive synthesis of frozen evidence,"[""results/v3/post_optimization_diagnostics/cross_stage_template004.json"", ""results/v3/post_optimization_diagnostics/regime_conditioned_template_comparison.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/cross_stage_template004.json""}, {""artifact"": ""results/v3/post_optimization_diagnostics/regime_conditioned_template_comparison.csv""}]",null,not applicable,null,Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Same synthetic archetype system only; descriptive/convergent, not independent replication, external validation, causal evidence or empirical borrower evidence. Small regime-conditioned cells, including distressed n=21; show n with percentages.","[""S7"", ""S11""]",secondary,true,false,true,"[""A-F3""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,"Financing evidence retains B/methodological status; it is secondary support, not part of the primary thesis. Wording uses consistency rather than causal attribution.",not applicable,false,false
HET-002,Regime mix,"Template 004 has base/downside/distressed counts 48/100, 31/100 and 21/100, close to stipulated 50%/30%/20%; weakness persists within regimes, so the mix alone does not explain it.",DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/diagnostic_summary.json""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/diagnostic_summary.json"", ""keys"": [""template004_regime_breakdown"", ""unique_regime_counts""]}, {""artifact"": ""results/v3/post_optimization_diagnostics/diagnostic_summary.json"", ""keys"": [""template004_regime_breakdown"", ""intended_probabilities""]}]","[{""base"": 48, ""downside"": 31, ""distressed"": 21}, {""base"": 0.5, ""downside"": 0.3, ""distressed"": 0.2}]",counts and stipulated probabilities,"{""unique_scenarios"": 100}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"Descriptive synthetic comparison, not a causal decomposition; financing evidence is B/methodological.","[""S7""]",secondary,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-003,Template 004 optimized base,Template 004 optimized base (n=48): median annualized sponsor return 2.58%; broad failure 0/48 (0.0%); payment default 0/48 (0.0%); insolvency 0/48 (0.0%); covenant breach 0/48 (0.0%); total equity loss 0/48 (0.0%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""optimized"", ""scenario_type"": ""base""}}]","[[{""evaluation_policy"": ""optimized"", ""scenario_type"": ""base"", ""scenario_count"": ""48"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.48"", ""intended_probability"": ""0.5"", ""median_annualized_return"": ""0.02578274158595855"", ""mean_annualized_return"": ""0.0225740353070852"", ""p10_annualized_return"": ""-0.0371121068169848"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0"", ""total_equity_loss_rate"": ""0.0""}]]",return/risk fractions and counts,"{""n"": 48, ""counts"": {""broad_failure"": 0, ""payment_default"": 0, ""insolvency"": 0, ""covenant_breach"": 0, ""total_equity_loss"": 0}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
HET-004,Template 004 optimized downside,Template 004 optimized downside (n=31): median annualized sponsor return -7.84%; broad failure 0/31 (0.0%); payment default 0/31 (0.0%); insolvency 0/31 (0.0%); covenant breach 0/31 (0.0%); total equity loss 0/31 (0.0%).,DESCRIPTIVE_DIAGNOSTIC,frozen artifact audit,"[""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv""]","[{""artifact"": ""results/v3/post_optimization_diagnostics/template004_regime_breakdown.csv"", ""where"": {""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside""}}]","[[{""evaluation_policy"": ""optimized"", ""scenario_type"": ""downside"", ""scenario_count"": ""31"", ""denominator_scenarios"": ""100"", ""actual_frequency"": ""0.31"", ""intended_probability"": ""0.3"", ""median_annualized_return"": ""-0.078420276352107"", ""mean_annualized_return"": ""-0.08464200119906615"", ""p10_annualized_return"": ""-0.1658413755567044"", ""broad_failure_rate"": ""0.0"", ""payment_default_rate"": ""0.0"", ""insolvency_rate"": ""0.0"", ""covenant_breach_rate"": ""0.0"", ""total_equity_loss_rate"": ""0.0""}]]",return/risk fractions and counts,"{""n"": 31, ""counts"": {""broad_failure"": 0, ""payment_default"": 0, ""insolvency"": 0, ""covenant_breach"": 0, ""total_equity_loss"": 0}}",Descriptive frozen realization; no new interval or significance test. Mechanical checks are conditional on tested paths.,"B/methodological financing evidence; descriptive small cell, no manufactured confidence interval.","[""S12""]",supporting,true,false,false,"[""A2""]","No empirical, causal, calibrated-PD, universal-generalization or substantive financing-optimum extension.",No prior numerical claim imported.,,not applicable,true,true
